學院,系所,年級,編號,班別,科目名稱,科目名稱_中文,科目名稱_英文,任課教授,上課時數,正課/實驗實習/書報討論,學分,選必,上課時間,上課地點,限修人數,開課學制,課程大綱,備註
社會科學學院,心理學研究所,1,3156175,01,獨立研究：記憶提取歷程Independent Study：Retrieval Processes ,獨立研究：記憶提取歷程,Independent Study：Retrieval Processes ,李玉琇 ,3,3/0/0,3,選修," 五10,11,12",教授研究室,0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3156175_01,修課須經授課教師同意。課群：認知。
社會科學學院,心理學研究所,1,3156311,01,獨立研究：利社會發展Independent Study: Prosocial Development ,獨立研究：利社會發展,Independent Study: Prosocial Development ,沈玉玲 ,3,3/0/0,3,選修," 三7,8,9",社科院459,0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3156311_01,課群：發展。
社會科學學院,心理學研究所,1,3156706,01,獨立研究：性格歷程專題研究Independent Study: Topics in Personality processes ,獨立研究：性格歷程專題研究,Independent Study: Topics in Personality processes ,許功餘 ,3,3/0/0,3,選修," 二11,12,13",社科院432,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3156706_01,
社會科學學院,心理學研究所,1,3157131,01,視覺科學導論Introduction to Vision Science (全英語授課/English-taught)  ,視覺科學導論 (全英語授課),Introduction to Vision Science (English-taught)  ,襲充文 ,3,3/0/0,3,選修," 三8,9,10",社科院463,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3157131_01,全英語授課；開放大三及大四選修。課群：認知。
社會科學學院,心理學研究所,1,3157305,01,諮商理論研究Research on Theories of Counseling Psychology (全英語授課/English-taught)  ,諮商理論研究 (全英語授課),Research on Theories of Counseling Psychology (English-taught)  ,黃世琤 ,3,3/0/0,3,選修," 三C,D",社科院472,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3157305_01,課群：發展。本校心理學系無法開具主修諮商心理學程證明書。
社會科學學院,心理學研究所,1,3157504,01,演化心理學Evolutionary Psychology ,演化心理學,Evolutionary Psychology ,王豐彬 ,3,3/0/0,3,選修," 一B,C",社科院430,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3157504_01,課群：生心、認知、發展、社心。
社會科學學院,心理學研究所,1,3157703,01,工商心理學專題研究（二）Special Issue of Industrial & Organizational Psychology (II) ,工商心理學專題研究（二）,Special Issue of Industrial & Organizational Psychology (II) ,姜定宇 ,3,3/0/0,3,選修," 三8,9,10",社科院455,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3157703_01,課群：社心。
社會科學學院,心理學研究所,1,3157715,01,社會心理學研究法Research Methods in Social Psychology (全英語授課/English-taught)  ,社會心理學研究法 (全英語授課),Research Methods in Social Psychology (English-taught)  ,藤原健 ,3,3/0/0,3,選修," 四E,F",社科院455,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3157715_01,開放大三、大四選修。課群：社心、計量。
社會科學學院,心理學研究所,1,3157716,01,社會心理學專題研究Current issues in Social Psychology (全英語授課/English-taught)  ,社會心理學專題研究 (全英語授課),Current issues in Social Psychology (English-taught)  ,藤原健 ,3,3/0/0,3,選修," 二C,D",社科院455,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3157716_01,開放大三、大四選修。課群：社心。
社會科學學院,心理學研究所,1,3157805,01,測驗編製與分析Test construction and analysis ,測驗編製與分析,Test construction and analysis ,蘇雅蕙 ,3,3/0/0,3,選修," 二C,D",社科院459,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3157805_01,課群：計量。
社會科學學院,心理學研究所,1,3157806,01,心理計量實作：估計和模擬Psychometrics in Practice: Calibration and Simulations ,心理計量實作：估計和模擬,Psychometrics in Practice: Calibration and Simulations ,蘇雅蕙 ,3,3/0/0,3,選修," 三C,D",社科院459,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3157806_01,課群：方法/計量。
社會科學學院,心理學研究所,1,3158000,01,專題獨立研究：高等心理計量Independent Research：Advanced Psychometrics ,專題獨立研究：高等心理計量,Independent Research：Advanced Psychometrics ,蘇雅蕙 ,3,3/0/0,3,選修," 二E,F",教授研究室,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3158000_01,課群：方法/計量。
社會科學學院,心理學研究所,1,3158122,01,專題獨立研究：認知神經科學Topics in Independent Research: Cognitive Neuroscience (全英語授課/English-taught)  ,專題獨立研究：認知神經科學 (全英語授課),Topics in Independent Research: Cognitive Neuroscience (English-taught)  ,襲充文 黃世琤 ,3,3/0/0,3,選修," 四I,J",社科院430,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3158122_01,課群：認知。開放大三及大四選修。
社會科學學院,心理學研究所,1,3158908,01,高等臨床心理學實習（一）Advanced clinical practicum(I) ,高等臨床心理學實習（一）,Advanced clinical practicum(I) ,鄧閔鴻 ,6,0/6/0,3,選修," 五10,11,12,13,14,15",社科院455,0,博士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3158908_01,限本系臨床專長博士班生修習，須經授課教師同意。
社會科學學院,心理學研究所,1,3159001,01,心理模型建構Psychological modeling ,心理模型建構,Psychological modeling ,廖敏如 ,3,3/0/0,3,選修," 二8,9,10",社科院459,0,博士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3159001_01,
社會科學學院,勞工研究所,1,3205066,01,高齡社會-幸福勞動與世代合作專題討論Seminars on Aged Society- Work Towards Happiness and Intergenerational Cooperation ,高齡社會-幸福勞動與世代合作專題討論,Seminars on Aged Society- Work Towards Happiness and Intergenerational Cooperation ,周玟琪 ,3,3/0/0,3,選修," 三10,11,12",社科院312,0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3205066_01,
社會科學學院,勞工研究所,1,3205074,01,人力資源發展專題討論Seminar in Human Resource Development ,人力資源發展專題討論,Seminar in Human Resource Development ,黃文柔 ,3,3/0/0,3,選修," 二3,4,5",社科院509,0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3205074_01,
社會科學學院,勞工研究所,1,3205075,01,勞動社會法專題研究Seminar on Labor Law and Social Security Laws ,勞動社會法專題研究,Seminar on Labor Law and Social Security Laws ,李玉春 ,3,3/0/0,3,選修," 一4,5,6",社科院509,0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3205075_01,
社會科學學院,勞工研究所,1,3206019,01,計量分析Quantitative Analysis ,計量分析,Quantitative Analysis ,簡建忠 ,3,3/0/0,3,選修," 三3,4,5",社科院509,0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3206019_01,
社會科學學院,勞工研究所,1,3206060,01,勞動法專題討論Seminar on Labor Law ,勞動法專題討論,Seminar on Labor Law ,楊通軒 ,3,3/0/0,3,選修," 四7,8,9",社科院509,0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3206060_01,
社會科學學院,勞工研究所,1,3206075,01,書報討論（一）Seminar (I) ,書報討論（一）,Seminar (I) ,黃文柔 ,2,0/0/2,1,必修," 一7,8",社科院509,0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3206075_01,
社會科學學院,勞工研究所,1,3206084,01,勞動法令經濟分析An Economic Analysis of Labor Laws ,勞動法令經濟分析,An Economic Analysis of Labor Laws ,藍科正 ,3,3/0/0,3,選修," 三E,F",社科院521,0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3206084_01,
社會科學學院,勞工研究所,1,3206086,01,非典型勞動Non-Standard Labor Work ,非典型勞動,Non-Standard Labor Work ,馬財專 ,3,3/0/0,3,選修," 三7,8,9",社科院312,0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3206086_01," ,列入前瞻高齡跨域創新學分學程科目"
社會科學學院,勞工研究所,1,3206094,01,薪酬管理專題討論Seminar on Compensation Management ,薪酬管理專題討論,Seminar on Compensation Management ,黃良志 ,3,3/0/0,3,選修," 二7,8,9",社科院329,0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3206094_01,
社會科學學院,勞工研究所,1,3206097,01,組織行為專題討論Seminar on Organizational Behavior ,組織行為專題討論,Seminar on Organizational Behavior ,林淑慧 ,3,3/0/0,3,選修," 四3,4,5",社科院312,0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3206097_01,
社會科學學院,政治學研究所,1,3305004,01,抽樣調查實務(一)Survey Research in Practice I ,抽樣調查實務(一),Survey Research in Practice I ,劉從葦 ,3,3/0/0,3,選修," 四12,13,14",社科院二館105,0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3305004_01," ,列入民意調查與行銷學分學程科目「民意調查與行銷」學分學程必修課程。"
社會科學學院,政治學研究所,1,3305011,01,抽樣理論與問卷設計Methods of Sampling and Questionnaire Design ,抽樣理論與問卷設計,Methods of Sampling and Questionnaire Design ,陳光輝 ,3,3/0/0,3,選修," 一4,5,6",社科院二館105,0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3305011_01," ,列入民意調查與行銷學分學程科目「民意調查與行銷」學分學程必修課程。"
社會科學學院,政治學研究所,1,3305015,01,民意與選舉行為Public Opinion and Electoral Behaviour ,民意與選舉行為,Public Opinion and Electoral Behaviour ,林瓊珠 ,3,3/0/0,3,選修," 四3,4,5",社科院二館118,0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3305015_01,可採計為本系大學部比政組、公民社會組專選二擇一。
社會科學學院,政治學研究所,1,3305310,01,國際關係理論Theories of International Relations ,國際關係理論,Theories of International Relations ,藍玉春 ,3,3/0/0,3,選修," 四9,10,11",社科院二館701,0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3305310_01," ,列入全球治理學分學程科目「全球治理」學分學程必修科目"
社會科學學院,政治學研究所,1,3305907,01,中級政治學德語(二)German for Political Science Mediate Level B1-2 / Mittelstufe Deutsch fuer Politische Wissensch B1-2 ,中級政治學德語(二),German for Political Science Mediate Level B1-2 / Mittelstufe Deutsch fuer Politische Wissensch B1-2 ,徐千偉 ,3,3/0/0,3,選修," 一3,4,5",社科院二館118,0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3305907_01,
社會科學學院,政治學研究所,1,3306401,01,公共政策專題研究Seminar on Public Policy ,公共政策專題研究,Seminar on Public Policy ,蔡允棟 ,3,3/0/0,3,選修," 三7,8,9",社科院二館105,0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3306401_01," ,列入公部門管理學分學程科目「公部門管理」學分學程選修課程；可採計為大學部公行組專選，惟日後繼續修讀本系研究所仍須修讀一次。"
社會科學學院,政治學研究所,1,3306640,01,亞洲區域主義Asian Regionalism ,亞洲區域主義,Asian Regionalism ,李佩珊 ,3,3/0/0,3,選修," 四4,5,6",社科院二館709,0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3306640_01," ,列入全球治理學分學程科目可採計為學士班比政、國關專選二擇一(惟日後修讀本系碩士時若要採計學分，仍須修讀一次);「全球治理」學分學程必修課程"
社會科學學院,電訊傳播研究所,1,3355006,01,初級資料分析Elementary Data Analysis ,初級資料分析,Elementary Data Analysis ,王嵩音 ,3,3/0/0,3,選修," 四4,5,6",社科院227,0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3355006_01,
社會科學學院,電訊傳播研究所,1,3355018,01,跨媒介傳播：理論與實務Transmedia (Cross-media) Communication:Theories & Practices ,跨媒介傳播：理論與實務,Transmedia (Cross-media) Communication:Theories & Practices ,李政忠 ,3,3/0/0,3,選修," 四4,5,6",社科院225,0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3355018_01,
社會科學學院,電訊傳播研究所,1,3355019,01,行銷傳播策略Strategic Marketing Communications ,行銷傳播策略,Strategic Marketing Communications ,戴皖文 ,3,3/0/0,3,選修," 二7,8,9",社科院227,0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3355019_01,本課程同102學年度(含)前之3355130傳播行銷策略，不得重複採計學分。
社會科學學院,電訊傳播研究所,1,3355020,01,消費者行為調查Research in Consumer Behavior ,消費者行為調查,Research in Consumer Behavior ,林怡玫 ,3,3/0/0,3,選修," 四7,8,9",社科院225,0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3355020_01," ,列入民意調查與行銷學分學程科目"
社會科學學院,電訊傳播研究所,1,3355021,01,策略規劃與執行Strategic Planning and Implementation ,策略規劃與執行,Strategic Planning and Implementation ,李政忠 胡元輝 戴皖文 ,3,3/0/0,3,選修," 一10,11,12",社科院225,0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3355021_01,
社會科學學院,電訊傳播研究所,1,3355022,01,調查報導Investigative Reporting ,調查報導,Investigative Reporting ,胡元輝 ,3,3/0/0,3,選修," 二4,5,6",社科院225,0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3355022_01,
社會科學學院,電訊傳播研究所,1,3355023,01,紀錄片與專題製作Documentary Production and In-depth Reporting ,紀錄片與專題製作,Documentary Production and In-depth Reporting ,蔡崇隆 ,3,3/0/0,3,選修," 二7,8,9",社科院103,0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3355023_01,本課程同3353021紀錄片與專題製作，不得重複採計學分。
社會科學學院,電訊傳播研究所,1,3355024,01,政治傳播與行銷Political Communication and Marketing ,政治傳播與行銷,Political Communication and Marketing ,王嵩音 ,3,3/0/0,3,選修," 三4,5,6",社科院225,0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3355024_01,
社會科學學院,電訊傳播研究所,1,3355027,01,區塊鏈經濟與內容實作Blockchain Economy and Content Production ,區塊鏈經濟與內容實作,Blockchain Economy and Content Production ,劉榮樺 ,3,3/0/0,3,選修," 二10,11,12",社科院225,20,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3355027_01,
社會科學學院,電訊傳播研究所,1,3355137,01,傳播政治經濟學Political Economy of Communication ,傳播政治經濟學,Political Economy of Communication ,管中祥 ,3,3/0/0,3,選修," 三10,11,12",社科院225,0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3355137_01," ,列入「科技、傳播與社會」碩士學分學程科目 ,列入公部門管理學分學程科目 ,列入民意調查與行銷學分學程科目"
社會科學學院,電訊傳播研究所,1,3355142,01,公共媒體與公民媒體Public Media & Citizen Media ,公共媒體與公民媒體,Public Media & Citizen Media ,胡元輝 ,3,3/0/0,3,選修," 三4,5,6",社科院227,0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3355142_01,
社會科學學院,電訊傳播研究所,1,3356023,01,傳播研究專題討論（二）Research Seminar on Communication Studies(II) ,傳播研究專題討論（二）,Research Seminar on Communication Studies(II) ,唐士哲 ,2,0/0/2,1,必修," 三8,9",社科院227,0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3356023_01,先修科目(3356021)傳播研究專題討論（一）(曾經修習) 
社會科學學院,電訊傳播研究所,1,3356030,01,社群媒體行銷Social Media Marketing ,社群媒體行銷,Social Media Marketing ,陳怡璇 ,3,3/0/0,3,選修," 一7,8,9",社科院225,20,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3356030_01,
社會科學學院,戰略暨國際事務研究所,1,3415009,01,台灣國際關係史Seminar on Taiwan History of International Relations ,台灣國際關係史,Seminar on Taiwan History of International Relations ,林泰和 ,3,3/0/0,3,選修," 四3,4,5",社科院二館606,0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3415009_01,
社會科學學院,戰略暨國際事務研究所,1,3415045,01,策略規劃與問題解決Strategy Planning and Problem Solving ,策略規劃與問題解決,Strategy Planning and Problem Solving ,宋學文 ,3,3/0/0,3,必修," 四8,9,10",社科院二館606,0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3415045_01,必修課程
社會科學學院,戰略暨國際事務研究所,1,3415120,01,國際政治經濟International Political Economy ,國際政治經濟,International Political Economy ,趙文志 ,3,3/0/0,3,選修," 五3,4,5",社科院二館606,0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3415120_01,
社會科學學院,戰略暨國際事務研究所,1,3417018,01,人類安全專題Seminar on Humanity Security ,人類安全專題,Seminar on Humanity Security ,蔡育岱 ,3,3/0/0,3,選修," 五7,8,9",社科院二館606,0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3417018_01,
社會科學學院,戰略暨國際事務研究所,1,3417020,01,國際政治International Politics ,國際政治,International Politics ,宋學文 蔡育岱 林泰和 ,3,3/0/0,3,必修," 三8,9,10",社科院二館606,0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3417020_01,本科目為本所必修課程「國際關係理論」之先修課程。
社會科學學院,戰略暨國際事務研究所,1,3418020,01,兩岸關係專題Seminar on Cross-Strait Relations ,兩岸關係專題,Seminar on Cross-Strait Relations ,江宜樺 ,3,3/0/0,3,選修," 四3,4,5",社科院二館607,0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3418020_01,"限本系生修. ,列入全球治理學分學程科目"
社會科學學院,戰略暨國際事務研究所,1,3418022,01,國際事務時事導讀Readings in International Affairs ,國際事務時事導讀,Readings in International Affairs ,楊志和 ,3,3/0/0,3,選修," 二3,4,5",社科院二館606,0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3418022_01," ,列入全球治理學分學程科目"
社會科學學院,戰略暨國際事務研究所,1,3418024,01,印度專題研究Seminar on India Study  ,印度專題研究,Seminar on India Study  ,李思嫺 ,3,3/0/0,3,選修," 三3,4,5",社科院二館606,0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3418024_01,
社會科學學院,臨床心理學研究所,1,3655102,01,兒童心理病理深論Advanced Child Psychopathology ,兒童心理病理深論,Advanced Child Psychopathology ,陳怡群 ,3,3/0/0,3,選修," 四7,8,9",社科院463,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3655102_01,限臨床所碩士或本系博班生修課。課群：臨床病理。
社會科學學院,臨床心理學研究所,1,3655110,01,臨床神經心理學Clinical neuropsychology ,臨床神經心理學,Clinical neuropsychology ,徐晏萱 ,3,3/0/0,3,選修," 一8,9,10",社科院472,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3655110_01," ,列入司法心理碩士學分學程科目課群:臨床病理。"
社會科學學院,臨床心理學研究所,1,3655114,01,神經心理治療Neuropsychological Rehabilitation ,神經心理治療,Neuropsychological Rehabilitation ,徐晏萱 ,3,3/0/0,3,選修," 三C,D",社科院432,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3655114_01,先修科目(3655110)臨床神經心理學(及格) (3655111)臨床神經心理衡鑑(及格) (所有先修條件都必須符合)課群:臨床治療。
社會科學學院,臨床心理學研究所,1,3655116,01,獨立研究：神經心理學 Independent Research: Neuropsychology ,獨立研究：神經心理學 ,Independent Research: Neuropsychology ,徐晏萱 ,3,3/0/0,3,選修," 三10,11,12",社科院472,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3655116_01,先修科目(3655110)臨床神經心理學(及格) 限修畢臨床神經心理學並經授課教師同意
社會科學學院,臨床心理學研究所,1,3655117,01,臨床心理學實習Internship in Clinical Psychology ,臨床心理學實習,Internship in Clinical Psychology ,徐晏萱 ,6,0/6/0,3,選修," 五7,8,9,10,11,12",社科院472,0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3655117_01,須經授課教師同意，須經過本系實習委員會審查。
社會科學學院,臨床心理學研究所,1,3655119,01,臨床心理學實習：精神科臨床心理師實務Clinical Psychology Internship: clinical psychologist in psychiatry ,臨床心理學實習：精神科臨床心理師實務,Clinical Psychology Internship: clinical psychologist in psychiatry ,鄧閔鴻 ,6,0/6/0,3,選修," 五2,3,4,5,6,7",社科院463,0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3655119_01,須通過本系實習委員會審查。
社會科學學院,臨床心理學研究所,1,3655208,01,睡眠生理心理學與醫學（二）Sleep Physiological Psychology and Sleep Medicine (II) ,睡眠生理心理學與醫學（二）,Sleep Physiological Psychology and Sleep Medicine (II) ,葉世彬 蔡玲玲 ,3,3/0/0,3,選修," 四3,4,5",社科院432,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3655208_01," ,列入司法心理碩士學分學程科目課群：生心、臨床病理。開放大三、四選修。"
社會科學學院,臨床心理學研究所,1,3655214,01,成人心理衡鑑深論與實作Adult Advanced Psychological Assessment and Hands-on Skill Enhancement ,成人心理衡鑑深論與實作,Adult Advanced Psychological Assessment and Hands-on Skill Enhancement ,鄧閔鴻 ,3,3/0/0,3,選修," 二8,9,10",社科院455,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3655214_01,須先修習任一臨床病理課程及格。課群：臨床衡鑑。
社會科學學院,臨床心理學研究所,1,3655215,01,壓力身心衡鑑與生理回饋Psychophysiological Stress Assessment and Biofeedback ,壓力身心衡鑑與生理回饋,Psychophysiological Stress Assessment and Biofeedback ,翁嘉英 ,3,3/0/0,3,選修," 一3,4,5",社科院455,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3655215_01,課群：臨床衡鑑。
社會科學學院,臨床心理學研究所,1,3655303,01,行為治療深論與實作Advanced Behavior Therapy and Hands on Skill Enhancement ,行為治療深論與實作,Advanced Behavior Therapy and Hands on Skill Enhancement ,陳怡群 ,3,3/0/0,3,選修," 二7,8,9",社科院463,0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3655303_01,先修科目(3655102)兒童心理病理深論(及格) 限臨床所碩二及碩二以上學生選修，需修過兒童心理病理深論 (Advanced Child Psychopathology)，且需經教師同意
社會科學學院,臨床心理學研究所,1,3655413,01,臨床心理學實習：兒童臨床心理學Clinical Psychology Internship: Clinical Child Psychology ,臨床心理學實習：兒童臨床心理學,Clinical Psychology Internship: Clinical Child Psychology ,陳怡群 ,6,0/6/0,3,選修," 五6,7,8,9,10,11",教授研究室,0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3655413_01,在校外醫院實習，每週固定一日進行督導。需通過本系實習委員會審查。
社會科學學院,臨床心理學研究所,1,3655416,01,臨床心理學實習：成人臨床心理學Clinical Psychology Internship: Clinical Adult Psychology ,臨床心理學實習：成人臨床心理學,Clinical Psychology Internship: Clinical Adult Psychology ,謝玲玉 ,6,0/6/0,3,選修," 五7,8,9,10,11,12",社科院459,0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3655416_01,須通過本系實習委員會審查。
社會科學學院,臨床心理學研究所,1,3656101,01,認知治療Cognitive Therapy ,認知治療,Cognitive Therapy ,鄧閔鴻 ,3,3/0/0,3,選修," 四3,4,5",社科院423,0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3656101_01,需修習任一臨床病理課程與任一臨床衡鑑課程且成績及格。
社會科學學院,臨床心理學研究所,1,3656104,01,獨立研究：焦慮與憂鬱Independent Study: Anxiety and Depression ,獨立研究：焦慮與憂鬱,Independent Study: Anxiety and Depression ,鄧閔鴻 ,3,3/0/0,3,選修," 四12,13,14",社科院455,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3656104_01,開放大三大四選修，需授課教師同意，上課時間另訂。
社會科學學院,臨床心理學研究所,1,3657101,01,專題獨立研究：健康心理學Independent Research: Health Psychology ,專題獨立研究：健康心理學,Independent Research: Health Psychology ,翁嘉英 ,3,3/0/0,3,選修," 三A,B",社科院455,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3657101_01,
社會科學學院,認知科學博士學位學程,1,3167102,01,視覺科學導論An introduction to Vision Science (全英語授課/English-taught)  ,視覺科學導論 (全英語授課),An introduction to Vision Science (English-taught)  ,襲充文 ,3,3/0/0,3,選修," 三8,9,10",社科院463,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3167102_01," ,列入全球跨域全英語學分學程科目開放大三及大四選修"
社會科學學院,認知科學博士學位學程,1,3168110,01,獨立研究: 第二語言閱讀理解教學（一）Second Language Reading Comprehension Instruction (I) (全英語授課/English-taught)  ,獨立研究: 第二語言閱讀理解教學（一） (全英語授課),Second Language Reading Comprehension Instruction (I) (English-taught)  ,曾玉村 ,2,2/0/0,2,選修," 一11,12",教育館511,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3168110_01,
社會科學學院,認知科學博士學位學程,1,3168111,01,專題獨立研究：認知神經科學Topics in Independent Research: Cognitive Neuroscience (全英語授課/English-taught)  ,專題獨立研究：認知神經科學 (全英語授課),Topics in Independent Research: Cognitive Neuroscience (English-taught)  ,黃世琤 襲充文 ,3,3/0/0,3,選修," 四I,J",社科院430,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3168111_01,開放大三及大四選修
社會科學學院,認知科學博士學位學程,1,3169405,01,諮商心理專業實習(一)Practicum on Professional Counseling Psychology I (全英語授課/English-taught)  ,諮商心理專業實習(一) (全英語授課),Practicum on Professional Counseling Psychology I (English-taught)  ,黃世琤 ,6,0/6/0,3,選修," 三8,9,10,11,12,13",社科院510,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3169405_01," ,列入諮商心理碩士級學分學程科目"
社會科學學院,認知科學博士學位學程,1,3169505,01,諮商理論研究Research on Theories of Counseling Psychology (全英語授課/English-taught)  ,諮商理論研究 (全英語授課),Research on Theories of Counseling Psychology (English-taught)  ,黃世琤 ,3,3/0/0,3,選修," 三C,D",社科院510,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3169505_01,
