學院,系所,年級,編號,班別,科目名稱,科目名稱_中文,科目名稱_英文,任課教授,上課時數,正課/實驗實習/書報討論,學分,選必,上課時間,上課地點,限修人數,開課學制,課程大綱,備註
法學院,法律學研究所,1,6055346,01,法學日文（二）Legal Japanese (II) ,法學日文（二）,Legal Japanese (II) ,王正嘉 ,2,2/0/0,2,選修," 二10,11",法學院406,40,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_6055346_01,
法學院,法律學研究所,1,6055352,01,法學英文（二）Legal English (II) (全英語授課/English-taught)  ,法學英文（二） (全英語授課),Legal English (II) (English-taught)  ,鄭津津 ,2,2/0/0,2,選修," 一4,5",法學院101階梯教室,120,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_6055352_01," ,列入財經法律國際商務法全英語學分學程科目"
法學院,法律學研究所,1,6055397,01,民事特別法專題研究（十五）－消費者保護法與公平交易法（二）Seminar on Study of the Relevant Civil Codes (XV)－Consumer Protection Law and Fair Trade Law (Ⅱ) ,民事特別法專題研究（十五）－消費者保護法與公平交易法（二）,Seminar on Study of the Relevant Civil Codes (XV)－Consumer Protection Law and Fair Trade Law (Ⅱ) ,楊宏暉 ,2,2/0/0,2,選修," 三8,9",法學院407,20,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_6055397_01,碩士班民商法組相對必修課程。
法學院,法律學研究所,1,6055411,01,行政法基礎理論與行政組織法專題研究（二）Seminar on Fundamental Theories of Organization in Administrative Law (II) ,行政法基礎理論與行政組織法專題研究（二）,Seminar on Fundamental Theories of Organization in Administrative Law (II) ,江嘉琪 ,2,2/0/0,2,選修," 四4,5",法學院509,20,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_6055411_01,碩士班公法組相對必修課程。
法學院,法律學研究所,1,6055426,01,國際私法專題研究－涉外民事法律關係（二）Seminar on Private International Law - The foreign-related civil legal relationship (II) ,國際私法專題研究－涉外民事法律關係（二）,Seminar on Private International Law - The foreign-related civil legal relationship (II) ,廖蕙玟 ,2,2/0/0,2,選修," 三10,11",法學院509,20,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_6055426_01,碩士班國際法組相對必修課程。
法學院,法律學研究所,1,6055441,01,國際環境法專題研究（二）Seminar on International Environmental Law (II) ,國際環境法專題研究（二）,Seminar on International Environmental Law (II) ,廖宗聖 ,2,2/0/0,2,選修," 二8,9",法學院508,40,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_6055441_01," ,列入財經法律國際商務法全英語學分學程科目碩士班國際法組相對必修課程。"
法學院,法律學研究所,1,6055486,01,科際法律專題研究（四）Seminars on Interdisciplinary Legal Studies(IV) ,科際法律專題研究（四）,Seminars on Interdisciplinary Legal Studies(IV) ,施慧玲 ,2,2/0/0,2,選修," 四8,9",法學院406,40,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_6055486_01,碩士班基礎法學組相對必修課程。
法學院,法律學研究所,1,6055504,01,刑事法學專題研究（三）Seminar on Crimial Law Theory (III) ,刑事法學專題研究（三）,Seminar on Crimial Law Theory (III) ,王正嘉 ,2,2/0/0,2,選修," 二8,9",法學院406,40,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_6055504_01,碩士班刑事法組相對必修課程。
法學院,法律學研究所,1,6055543,01,公法理論與實務專題研究（二）－憲法與行政法之整合Seminar on the Public Law of Theories and Practices(II) －The Integration of Constitutional Law and ,公法理論與實務專題研究（二）－憲法與行政法之整合,Seminar on the Public Law of Theories and Practices(II) －The Integration of Constitutional Law and ,李仁淼 ,2,2/0/0,2,選修," 四8,9",法學院509,20,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_6055543_01,碩士班公法組相對必修課程。
法學院,法律學研究所,1,6055564,01,法院實習（二）District Court Clinic（II） ,法院實習（二）,District Court Clinic（II） ,李文輝 ,4,0/4/0,2,選修," 三13,14 五13,14",法學院307,6,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_6055564_01,先修科目(6055563)法院實習（一）(及格) 限本系生修.限法學院研究生選修，名額限6名，須經法律學系與嘉義地方法院審核後始得選修。實習地點於嘉義地方法院，實習時數每學期80小時，實習時間由嘉義地方法院與法律學系視實習導師與選課同學時間，另行協商排定。
法學院,財經法律學研究所,1,6305002,01,納稅者權利保護專題研究Seminar on The Protection of Taxpayer’s Rights ,納稅者權利保護專題研究,Seminar on The Protection of Taxpayer’s Rights ,黃俊杰 ,2,2/0/0,2,必修," 三2,3",法學院508,40,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_6305002_01,財稅法組必修課程
法學院,財經法律學研究所,1,6305005,01,法學英文(四)-刑事訴訟法Legal English(IV) - Criminal Procedure (全英語授課/English-taught)  ,法學英文(四)-刑事訴訟法 (全英語授課),Legal English(IV) - Criminal Procedure (English-taught)  ,葉錦鴻 ,2,2/0/0,2,必修," 二10,11",法學院508,40,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_6305005_01," ,列入財經法律國際商務法全英語學分學程科目"
法學院,財經法律學研究所,1,6305023,01,法學英文(五)- 法律寫作導論Legal English (V) - Introduction to Legal Writing (全英語授課/English-taught)  ,法學英文(五)- 法律寫作導論 (全英語授課),Legal English (V) - Introduction to Legal Writing (English-taught)  ,林韋仲 ,2,2/0/0,2,必修," 三4,5",法學院507,40,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_6305023_01," ,列入財經法律國際商務法全英語學分學程科目"
法學院,財經法律學研究所,1,6305026,01,臺灣法專題研究(四)Seminars on Taiwanese Law(IV) (全英語授課/English-taught)  ,臺灣法專題研究(四) (全英語授課),Seminars on Taiwanese Law(IV) (English-taught)  ,曾品傑 林韋仲 ,2,2/0/0,2,選修," 一10,11",法學院508,40,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_6305026_01," ,列入財經法律國際商務法全英語學分學程科目"
法學院,財經法律學研究所,1,6305033,01,行政執行法專題研究Seminar on the Administrative Execution Act ,行政執行法專題研究,Seminar on the Administrative Execution Act ,黃俊杰 ,2,2/0/0,2,選修," 三4,5",法學院508,40,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_6305033_01,
法學院,財經法律學研究所,1,6305034,01,稅捐救濟專題研究(四)Tax Remedy (IV) ,稅捐救濟專題研究(四),Tax Remedy (IV) ,林文舟 ,2,2/0/0,2,選修," 三7,8",法學院508,40,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_6305034_01,★請注意：採每月集中上課一週、一週上課兩天、一天上課4小時，上課日期為：3月17~18日；4月14~15日；5月12~13日；6月9~10日，每次上課時間為：1310-1700。
法學院,財經法律學研究所,1,6305037,01,原住民族傳統文化保護專題研究Indigenous Peoples Traditional Culture Protection Seminar ,原住民族傳統文化保護專題研究,Indigenous Peoples Traditional Culture Protection Seminar ,林孟玲 ,2,2/0/0,2,選修," 四2,3",法學院507,40,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_6305037_01,110年1月異動授課教師。 
法學院,財經法律學研究所,1,6305080,01,智慧財產權授權契約專題研究Seminar of Intellectual Property Licensing Agreement ,智慧財產權授權契約專題研究,Seminar of Intellectual Property Licensing Agreement ,姚信安 ,2,2/0/0,2,選修," 二4,5",法學院509,20,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_6305080_01,
法學院,財經法律學研究所,1,6306007,01,法律與醫藥專題研究Seminar on the Law and Medicine ,法律與醫藥專題研究,Seminar on the Law and Medicine ,陳文吟 ,2,2/0/0,2,選修," 一8,9",法學院407,20,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_6306007_01,
法學院,財經法律學研究所,1,6306018,01,法律實務(二)Legal Practice(II) ,法律實務(二),Legal Practice(II) ,盛子龍 ,2,2/0/0,2,選修," 四8,9",法學院407,10,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_6306018_01,"支援財法系財法所一年級A班.限本系生修.大學部可承認畢業學分。限本系生修;於加退選期間開放外系學生選修;嘉義執行分署實習課程，限10人選修。請密切注意系辦通知之第一次上課時間(預計第一次實體上課時間為週四8:00~17:00，其餘為另約實習時間)"
法學院,財經法律學研究所,1,6306020,01,兩岸民法專題研究(二)Seminar on Cross-strait Civil Laws (II) (全英語授課/English-taught)  ,兩岸民法專題研究(二) (全英語授課),Seminar on Cross-strait Civil Laws (II) (English-taught)  ,曾品傑 ,2,2/0/0,2,選修," 一4,5",法學院508,40,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_6306020_01,
法學院,財經法律學研究所,1,6306106,01,國際貿易法專題研究（二）Seminar on International Trade Law (II) (全英語授課/English-taught)  ,國際貿易法專題研究（二） (全英語授課),Seminar on International Trade Law (II) (English-taught)  ,葉錦鴻 ,2,2/0/0,2,選修," 三10,11",法學院507,40,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_6306106_01," ,列入財經法律國際商務法全英語學分學程科目"
法學院,財經法律學研究所,1,6306108,01,證券交易法專題研究Seminar on Security and Exchange Law ,證券交易法專題研究,Seminar on Security and Exchange Law ,林德瑞 ,2,2/0/0,2,選修," 五8,9",法學院508,40,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_6306108_01,
法學院,財經法律學研究所,1,6306208,01,比較商法專題研究Seminar on Comparative Commercial Law ,比較商法專題研究,Seminar on Comparative Commercial Law ,江朝聖 ,2,2/0/0,2,選修," 二7,8",法學院306,40,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_6306208_01,因教師未定，開課時間暫時排定，開課時間與此門課程可能會再異動。110年1月異動授課教師和授課時間為每週二第7~8節。
法學院,財經法律學研究所,1,6306209,01,專利制度專題研究Seminar on Patent Law ,專利制度專題研究,Seminar on Patent Law ,陳文吟 ,2,2/0/0,2,選修," 一10,11",法學院407,20,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_6306209_01,
法學院,財經法律學研究所,1,6306213,01,智慧財產權法總論專題研究（二）General Introduction on Intellectual Property Law (II) ,智慧財產權法總論專題研究（二）,General Introduction on Intellectual Property Law (II) ,陳文吟 ,2,2/0/0,2,必修," 一2,3",法學院406,40,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_6306213_01,財經法組必修課程
法學院,財經法律學研究所,1,6306316,01,美國法總論專題研究（二）Seminar on the Introduction to U.S. Law (II) ,美國法總論專題研究（二）,Seminar on the Introduction to U.S. Law (II) ,陳文吟 ,2,2/0/0,2,選修, 一6 三6,法學院407,20,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_6306316_01,
法學院,財經法律學研究所,1,6306402,01,公司法專題研究Seminar on Corporation Law ,公司法專題研究,Seminar on Corporation Law ,林德瑞 ,2,2/0/0,2,必修," 五4,5",法學院508,40,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_6306402_01,財經法組必修課程
法學院,財經法律學研究所,1,6306510,01,稅捐稽徵法專題研究（二）Seminar onTax Collection Law (II) ,稅捐稽徵法專題研究（二）,Seminar onTax Collection Law (II) ,盛子龍 ,2,2/0/0,2,選修," 二13,14",法學院508,40,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_6306510_01,
法學院,財經法律學研究所,1,6306514,01,國際經濟法專題研究（二）Seminar on International Economic Law (II) (全英語授課/English-taught)  ,國際經濟法專題研究（二） (全英語授課),Seminar on International Economic Law (II) (English-taught)  ,林韋仲 ,2,2/0/0,2,必修," 四10,11",法學院507,40,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_6306514_01," ,列入財經法律國際商務法全英語學分學程科目財經法組必修課程"
教育學院,成人及繼續教育研究所,1,3405007,01,教育研究法Research Methods of Education ,教育研究法,Research Methods of Education ,黃錦山 ,3,3/0/0,3,必修," 三4,5,6",教育二館531,0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3405007_01,成碩一必
教育學院,成人及繼續教育研究所,1,3405022,01,社區教育與社區營造研究Study on Community Education and Community Empowerment ,社區教育與社區營造研究,Study on Community Education and Community Empowerment ,蔡秀美 ,3,3/0/0,3,選修," 三8,9,10",教育二館531,0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3405022_01,成碩一選
教育學院,成人及繼續教育研究所,1,3405153,01,成人教育測驗與評量研究Seminar on Adult Educational Testing and Assessment ,成人教育測驗與評量研究,Seminar on Adult Educational Testing and Assessment ,許秋田 ,3,3/0/0,3,選修," 二4,5,6",教育二館532,0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3405153_01,成高碩一選
教育學院,成人及繼續教育研究所,1,3405154,01,國際高齡教育研究Seminar on International Practices of Learning in Later Life ,國際高齡教育研究,Seminar on International Practices of Learning in Later Life ,黃錦山 ,2,2/0/0,2,選修," 二5,6",教育二館558,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3405154_01,碩博選
教育學院,成人及繼續教育研究所,1,3406204,01,組織學習研究Seminar on Organization Learning ,組織學習研究,Seminar on Organization Learning ,吳明烈 ,3,3/0/0,3,選修," 五3,4,5",教育二館531,0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3406204_01,成碩二選
教育學院,成人及繼續教育研究所,1,3407006,01,成人教育學量化方法論Quantitative Methodology for Andragogy ,成人教育學量化方法論,Quantitative Methodology for Andragogy ,陳玉樹 ,2,2/0/0,2,必修," 二3,4",教育二館557,0,博士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3407006_01,博一必
教育學院,成人及繼續教育研究所,1,3407025,01,成人與高齡教育專案管理與行銷Seminar on Project Management and Marketing of Adult & Older Adult Education ,成人與高齡教育專案管理與行銷,Seminar on Project Management and Marketing of Adult & Older Adult Education ,魏惠娟 李藹慈 高文彬 ,2,2/0/0,2,選修," 二9,10",教育二館531,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3407025_01,"碩博選修之成人與高齡教育方案模組課程，修習此模組，請務必同時修習3門課程。碩班生請修習：『成人與高齡教育方案評鑑』、『成人與高齡教育方案規劃』（3407027）、『成人與高齡教育專案管理與行銷』。博班生請修習：『成人與高齡教育方案評鑑』、『成人與高齡教育方案規劃專題研究』（3407031）、『成人與高齡教育專案管理與行銷』"
教育學院,成人及繼續教育研究所,1,3407027,01,成人與高齡教育方案規劃Seminar on Adult and Old Adult Education Program Planning ,成人與高齡教育方案規劃,Seminar on Adult and Old Adult Education Program Planning ,魏惠娟 李藹慈 高文彬 ,2,2/0/0,2,選修," 二7,8",教育二館531,0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3407027_01,"碩博選修之成人與高齡教育方案模組課程，修習此模組，請務必同時修習3門課程。碩班生請修習：『成人與高齡教育方案評鑑』、『成人與高齡教育方案規劃』（3407027）、『成人與高齡教育專案管理與行銷』。博班生請修習：『成人與高齡教育方案評鑑』、『成人與高齡教育方案規劃專題研究』（3407031）、『成人與高齡教育專案管理與行銷』"
教育學院,成人及繼續教育研究所,1,3407028,01,成人與高齡教育方案評鑑Seminar on Program Evaluation of Adult & Elder Education ,成人與高齡教育方案評鑑,Seminar on Program Evaluation of Adult & Elder Education ,魏惠娟 李藹慈 高文彬 ,2,2/0/0,2,選修," 二11,12",教育二館531,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3407028_01,"碩博選修之成人與高齡教育方案模組課程，修習此模組，請務必同時修習3門課程。碩班生請修習：『成人與高齡教育方案評鑑』、『成人與高齡教育方案規劃』（3407027）、『成人與高齡教育專案管理與行銷』。博班生請修習：『成人與高齡教育方案評鑑』、『成人與高齡教育方案規劃專題研究』（3407031）、『成人與高齡教育專案管理與行銷』"
教育學院,成人及繼續教育研究所,1,3407031,01,成人與高齡教育方案規劃專題研究Seminar on Adult and Old Adult Education Program Planning ,成人與高齡教育方案規劃專題研究,Seminar on Adult and Old Adult Education Program Planning ,魏惠娟 ,2,2/0/0,2,選修," 一8,9",教育二館557,0,博士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3407031_01,"碩博選修之成人與高齡教育方案模組課程，修習此模組，請務必同時修習3門課程。碩班生請修習：『成人與高齡教育方案評鑑』、『成人與高齡教育方案規劃』（3407027）、『成人與高齡教育專案管理與行銷』。博班生請修習：『成人與高齡教育方案評鑑』、『成人與高齡教育方案規劃專題研究』（3407031）、『成人與高齡教育專案管理與行銷』"
教育學院,教育學研究所,1,3505101,01,獨立研究：學校行政（一）Independent Studies: School Administration (I) ,獨立研究：學校行政（一）,Independent Studies: School Administration (I) ,林明地 ,1,1/0/0,1,選修, 四7,教授研究室,0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3505101_01,
教育學院,教育學研究所,1,3505105,01,教育社會學研究Sociology of Education ,教育社會學研究,Sociology of Education ,王雅玄 ,2,2/0/0,2,選修," 四4,5",教育館405,0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3505105_01,
教育學院,教育學研究所,1,3505128,01,教育倫理學研究Research on Educational Ethics ,教育倫理學研究,Research on Educational Ethics ,李奉儒 ,2,2/0/0,2,選修," 三8,9",教育館404,0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3505128_01,
教育學院,教育學研究所,1,3505130,01,教育人類學研究Educational Anthropology ,教育人類學研究,Educational Anthropology ,朱啟華 ,2,2/0/0,2,選修," 二4,5",教育二館437,0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3505130_01,
教育學院,教育學研究所,1,3505149,01,學校與社區關係研究School and Community Relations ,學校與社區關係研究,School and Community Relations ,林明地 ,2,2/0/0,2,選修," 三4,5",教育館404,0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3505149_01,
